챔피언	레벨	공격력	공격속도	체력	마나	체력재생	마나재생	방어력	마법저항	이동속도	사거리	인기도
트런들	10	87	0.828	1480.28	686.6	17.08	12.91	51.84	43.35	350	175	6.6
트리스타나	10	78.5	0.735	1280.76	534.76	12.04	11.26	49	30	325	613	7.59
트린다미어	10	90.2	0.793	1507.64	100	16.61	0	52.01	43.35	345	125	7.68
트위스티드페이트	10	79.7	0.819	1259.76	607.84	10.91	13.2	48.89	30	330	525	7.72
트위치	10	76.2	0.863	1254.08	647.2	11.41	11.31	50.04	30	330	550	6.98
티모	10	78.8	0.873	1253.76	627.2	11.59	11.26	58.05	30	330	500	6.19
판테온	10	81.7	0.796	1362.16	596.12	13.69	11.41	62.75	43.35	355	150	7.7
피들스틱	10	72	0.731	1244.4	904.12	11.01	13.2	52.38	30	335	480	7.44
피오라	10	89.7	0.844	1315	660	13.2	14.3	55.5	43.35	345	150	7.16
피즈	10	85	0.821	1332.48	650.2	14.48	13.2	53.01	43.35	335	175	7.55
하이머딩거	10	79.8	0.693	1151	667.2	26.76	13.2	46.04	30	340	550	6.33
헤카림	10	90.2	0.804	1454.6	660.2	16.01	12.91	62.72	43.35	345	175	7.5
가렌	11	102.9	0.788	1458.78	0	12.84	0	57.54	44.6	340	175	7.24
갈리오	11	95.7	0.707	1427.8	839	16.21	14	61.88	44.6	335	125	6.71
갱플랭크	11	89	0.812	1400	682.2	13.01	14.68	59.04	44.6	345	125	6.65
그라가스	11	96.4	0.771	1473.52	870	17.18	14	62.05	44.6	330	125	7.1
그레이브즈	11	84.9	0.788	1391.12	722.2	13.68	14.93	58.38	30	345	425	7.7
나르	11	78	0.653	1190	100	7.5	0	48	30	325	150	7.07
나미	11	82.2	0.793	1229.32	807.24	10.92	15.5	59.72	30	335	550	7.86
나서스	11	94.2	0.838	1461.2	745.6	18.01	12.44	59.88	44.6	350	125	7.21
노틸러스	11	90.5	0.667	1436.48	804	13.87	15.63	63.96	44.6	325	175	7.15
녹턴	11	90.2	0.83	1432.8	623.8	15.76	11.26	61.88	44.6	345	125	7.59
누누	11	91.4	0.752	1558.28	703.56	16.39	12.44	61.38	44.6	350	125	6.88
니달리	11	82.9	0.823	1441.2	745.6	12.01	14	57.88	30	335	525	7.56
다리우스	11	105.9	0.681	1582.24	638	19.35	10.09	69.88	44.6	340	175	7.66
다이애나	11	83	0.787	1489.2	697.2	15.93	14	62.05	44.6	345	150	7.73
드레이븐	11	84.9	0.838	1377.76	750.56	13.18	14.54	58.54	30	330	550	7.46
라이즈	11	85	0.744	1418.48	912.4	10.77	14	60.55	30	340	550	7.64
람머스	11	90.9	0.75	1424.48	640.44	13.42	12.84	74.38	44.6	335	125	7.46
럭스	11	86.5	0.702	1267.72	854	10.92	14	58.72	30	330	550	7.71
럼블	11	93	0.751	1384.4	100	14.01	0	60.88	44.6	345	125	7.47
레넥톤	11	89.3	0.824	1442.16	100	15.46	0	63.58	44.6	345	125	7.61
레오나	11	90	0.788	1446.16	702.2	16.93	14	63.21	44.6	335	125	7.8
렉사이	11	89.1	0.738	1511.2	100	13.84	0	65.8	44.6	335	175	7.66
렝가	11	90	0.842	1486.2	5	8.27	0	60.88	44.6	345	125	7.76
루시안	11	81.5	0.827	1354.4	728.88	12.69	15.18	54.04	30	335	500	7.55
룰루	11	72.4	0.749	1292.76	842.4	12.01	19	56.22	30	325	550	7.77
르블랑	11	89.9	0.704	1266	834	12.92	14	56.88	30	335	525	7.46
리븐	11	86	0.822	1418.48	0	8.34	0	56.38	44.6	345	125	7.91
리산드라	11	77.5	0.702	1346.12	804	12.42	9.67	57.22	30	325	550	7.42
리신	11	93.2	0.827	1420.8	200	14.43	50	61.22	44.6	350	125	7.71
마스터이	11	90	0.801	1518.56	670.56	14.09	11.76	54.04	44.6	355	125	6.25
마오카이	11	96.5	0.827	1472.2	807.28	17.18	11.71	68.72	30	335	125	7.27
말자하	11	84.7	0.702	1314.4	775.6	10.92	14	56.88	30	340	550	7.69
말파아트	11	95.7	0.833	1474.2	682.2	13.87	12.82	65.8	44.6	335	125	7.67
모데카이저	11	111	0.881	1325	120	8.87	0	57.5	44.6	325	175	7.38
모르가나	11	90.5	0.711	1407.48	940.8	11.71	14	63.38	30	335	450	7.7
문도	11	91.3	0.783	1472.52	0	15.26	0	61.88	44.6	345	125	7.46
미스포츈	11	56	0.833	1380	675.84	12.69	14.54	54.04	30	325	550	7.56
바드	11	76	0.738	1465	850	10.9	10.5	61	30	330	500	6.1
바루스	11	78.8	0.815	1357.76	690	10.92	15.34	57.21	30	330	575	7.68
바이	11	90.9	0.788	1432.8	745.6	18.01	14.59	60.88	44.6	345	125	7.54
베이가	11	77	0.751	1312.76	912.4	10.92	14	60.05	30	340	525	6.75
베인	11	73.5	0.895	1328.44	581.8	10.92	10.97	53.01	30	330	550	7.29
벨코즈	11	86.4	0.702	1267.68	795.6	10.92	14	56.88	30	340	525	7.67
볼리베어	11	92.5	0.788	1444.48	570.4	14.59	14.59	61.38	44.6	345	125	7.5
브라움	11	87.4	0.774	1446.16	760.6	18.18	14	71.72	44.6	335	125	7.66
브랜드	11	87	0.702	1267.68	795.6	10.92	14.01	56.88	30	340	550	7.04
블라디미르	11	78	0.776	1392.8	0	13.01	0	56.88	30	335	450	7.61
블리츠크랭크	11	96.5	0.689	1532.6	667.2	16.01	16.5	64.38	44.6	325	125	7.47
빅토르	11	82	0.744	1296.04	824	14.34	14	62.72	30	335	525	7.14
뽀삐	11	95.7	0.83	1369.08	535.4	13.87	11.66	68.72	30	345	125	6.26
사이온	11	99.7	0.717	1272.64	745.6	18.18	14.01	53.04	44.6	345	175	6.65
샤코	11	92.6	0.881	1422.12	667.2	13.87	11.66	59.88	44.6	350	125	7.49
세주아니	11	90.5	0.757	1550	800	17.18	11.71	59.54	44.6	340	125	7.25
소나	11	80	0.777	1252.36	790.6	10.92	15.5	53.54	30	325	550	8.01
소라카	11	80	0.745	1309.04	950.8	7.5	13	61.38	30	325	550	7.7
쉔	11	93.9	0.85	1420.8	200	13.87	50	65.72	30	335	125	7.71
쉬바나	11	94.7	0.759	1544.6	100	16.59	0	61.13	44.6	350	125	7.69
스웨인	11	82	0.744	1296.04	844	14.34	14	62.72	30	335	500	7.76
스카너	11	103.2	0.743	1561.28	672.2	17.43	11.71	67.38	44.6	345	125	6.92
시비르	11	81.6	0.715	1335.76	784	10.67	17.01	54.71	30	335	500	7.52
신드라	11	82.9	0.72	1291.04	984	12.51	14	58.71	30	330	550	7.17
신지드	11	96.1	0.713	1362.76	740.6	13.52	13.02	62.88	30	345	125	7.41
신짜오	11	90.5	0.835	1461.16	623.8	15.18	11.76	60.88	44.6	345	175	7.27
쓰레쉬	11	69.7	0.627	1490.52	713.92	12.42	14	16	30	335	450	7.95
아리	11	83	0.782	1314.4	834	12.51	14	55.88	30	330	550	8.05
아무무	11	91.4	0.763	1453.12	687.2	17.38	12.63	59.54	44.6	335	125	7.72
아지르	11	80	0.681	1324.4	770.56	12.42	14	49.04	30	325	525	6.27
아칼리	11	90.4	0.888	1437.8	200	14.84	50	61.38	44.6	350	125	7.57
아트록스	11	92.4	0.827	1387.8	555.6	11.59	0	62.38	44.6	345	150	6.78
알리스타	11	87.2	0.745	1673.36	658.84	17.18	16.5	59.38	44.6	330	125	7.68
애니	11	76.7	0.65	1271.68	834	10.92	14	59.22	30	335	625	7.66
애니비아	11	83.4	0.72	1167.6	896.04	11.07	14	61.22	30	325	600	7.66
애쉬	11	79.1	0.856	1317.72	600	10.92	15.5	55.21	30	325	600	7.42
앨리스	11	80.5	0.723	1329.4	824	11.71	14	55.63	30	330	550	7.69
야스오	11	87.4	0.865	1337.76	60	15.51	0	58.71	30	345	175	7.01
에코	11	89	0.811	1380	780	18	17	57	44.5	340	125	7.57
오공	11	91.9	0.836	1427.8	645.84	12.69	14.54	59.88	44.6	345	175	7.15
오리아나	11	66.4	0.865	1307.72	834	12.37	14	47.04	30	325	525	7.7
요릭	11	92.6	0.794	1413.8	643.8	15.18	11.26	61.05	44.6	345	125	6.87
우디르	11	90.3	0.816	1583.32	570.4	16.21	12.01	65.47	44.6	345	125	5.31
우르곳	11	88	0.812	1476.52	862.4	12.51	15.09	57.54	30	335	425	6.22
울라프	11	95	0.863	1527.24	735.6	17.51	13.22	56.04	44.6	350	125	7.43
워윅	11	96.2	0.855	1572.64	540.4	16.39	14.11	60.88	44.6	345	125	7.43
이렐리아	11	94.5	0.857	1507.2	658.8	15.09	18	62.8	44.6	345	125	7.51
이블린	11	88.9	0.885	1431.2	735.6	15.32	14.11	64.5	44.6	340	125	7.28
이즈리얼	11	79.8	0.783	1284.4	780.6	11.92	14.59	56.88	30	325	550	7.96
일라오이	11	110	0.699	1535.6	700	17.5	15	64	44.6	340	125	7.88
자르반4세	11	89.7	0.806	1471.2	702.2	15.18	11.26	65	44.6	340	175	7.7
자이라	11	85.4	0.744	1219.32	834	10.69	16.5	50.04	30	325	575	7.62
잔나	11	81.5	0.772	1267.04	1049.52	10.92	13	57.38	30	335	475	7.6
재드	11	88.7	0.879	1379.4	200	13.59	50	61.88	44.6	345	125	7.94
잭스	11	95.7	0.833	1442.8	658.8	13.87	14.58	57.04	44.6	350	125	7.7
쟈크	11	93.4	0.73	1564.6	0	13.42	0	58.88	44.6	335	175	7.72
제라스	11	84.7	0.707	1314.4	806.96	10.92	14	56.88	30	340	525	7
제이스	11	85.4	0.818	1471.2	727.2	15.34	14	57.38	30	335	125	7.67
직스	11	85.2	0.756	1324.4	854	12.26	14	54.54	30	325	550	7.68
질리언	11	81.6	0.738	1269.28	960.8	10.44	16.5	57.13	30	335	550	7.41
징크스	11	82.6	0.681	1337.76	695.6	10.84	16.68	57.88	30	325	525	7.73
초가스	11	103.2	0.706	1374.4	672.2	17.43	11.71	63.88	44.6	345	125	7.5
카르마	11	86.5	0.754	1352.44	874	11.12	16.5	58.38	30	335	525	6.61
카사딘	11	97.9	0.853	1344.04	1067.6	12.79	14	55.38	30	340	150	7.66
카서스	11	78.2	0.744	1266	982.48	11.92	14	55.88	30	335	450	7.69
카시오페이아	11	84.4	0.745	1256	970.8	10.69	15.86	62.22	30	335	550	6.41
카직스	11	86.2	0.827	1422.8	727.2	15.01	12.59	57	44.6	350	125	7.63
카타리나	11	90	0.82	1340	0	10	0	61.88	44.6	345	125	7.71
칼리스타	11	92	0.824	1347.76	581.8	11.5	10.3	54.01	30	325	550	7.16
케넨	11	83.5	0.901	1325.72	200	12.09	50	61.8	30	335	550	7.63
케이틀린	11	75.5	0.85	1324.4	663.8	11.17	12.92	57.88	30	325	650	7.72
케일	11	84	0.764	1504.24	722.2	15.76	16.5	61.88	30	335	125	7.55
코그모	11	78.6	0.824	1337	748.88	11.42	15.68	54.88	30	325	500	7.46
코르키	11	81	0.754	1332.76	690.16	10.92	12.92	58.38	30	325	550	7.17
퀸	11	80.6	0.855	1382.8	618.8	10.92	10.97	58.38	30	335	525	7.06
킨드레드	11	70.5	0.766	1390	650	12.5	26.5	59.5	30	325	500	7.78
타릭	11	92.9	0.739	1519.2	909.08	12.94	16.5	62.88	44.6	340	125	6.92
탈론	11	86.2	0.83	1432.8	747.2	16.01	12.59	61.88	44.6	350	125	7.68
탐켄치	11	88	0.766	1560	725	12	18	57	44.6	335	175	7.26
트런들	11	90	0.847	1576.28	731.6	17.93	13.51	54.54	44.6	350	175	6.6
트리스타나	11	81.5	0.745	1362.76	566.76	12.69	11.71	52	30	325	620	7.59
트린다미어	11	93.4	0.812	1605.64	100	17.51	0	55.11	44.6	345	125	7.68
트위스티드페이트	11	83	0.84	1341.76	645.84	11.51	14	52.04	30	330	525	7.72
트위치	11	78.6	0.886	1335.08	687.2	12.01	11.76	53.04	30	330	550	6.98
티모	11	81.2	0.896	1335.76	667.2	12.24	11.71	61.8	30	330	500	6.19
판테온	11	84.6	0.815	1449.16	627.12	14.34	11.86	66.65	44.6	355	150	7.7
피들스틱	11	74.6	0.744	1324.4	960.12	11.61	14	55.88	30	335	480	7.44
피오라	11	93	0.866	1400	700	13.75	15	59	44.6	345	150	7.16
피즈	11	88	0.842	1418.48	687.2	15.18	14	56.41	44.6	335	175	7.55
하이머딩거	11	82.5	0.702	1226	707.2	28.51	14	49.04	30	340	550	6.33
헤카림	11	93.4	0.821	1549.6	697.2	16.76	13.51	66.72	44.6	345	175	7.5
가렌	12	107.4	0.806	1543.03	0	13.34	0	60.54	45.85	340	175	7.24
갈리오	12	99.1	0.715	1512.8	886	16.96	14.8	65.38	45.85	335	125	6.71
갱플랭크	12	92	0.83	1482	722.2	13.76	15.38	62.34	45.85	345	125	6.65
그라가스	12	99.9	0.784	1562.52	917	18.03	14.8	65.65	45.85	330	125	7.1
그레이브즈	12	87.3	0.806	1475.12	762.2	14.38	15.63	61.78	30	345	425	7.7
나르	12	81	0.656	1255	100	8	0	50.5	30	325	150	7.07
나미	12	85.3	0.81	1303.32	850.24	11.47	15.9	63.72	30	335	550	7.86
나서스	12	97.7	0.86	1551.2	787.6	18.91	12.94	63.38	45.85	350	125	7.21
노틸러스	12	93.8	0.673	1522.48	851	14.42	16.33	67.71	45.85	325	175	7.15
녹턴	12	93.3	0.848	1517.8	658.8	16.51	11.71	65.38	45.85	345	125	7.59
누누	12	94.8	0.766	1654.28	745.56	17.19	12.94	64.88	45.85	350	125	6.88
니달리	12	86.4	0.843	1531.2	790.6	12.61	14.8	61.38	30	335	525	7.56
다리우스	12	110.9	0.688	1682.24	675.5	20.3	10.44	73.88	45.85	340	175	7.66
다이애나	12	86	0.805	1579.2	737.2	16.78	14.8	65.65	45.85	345	150	7.73
드레이븐	12	87.8	0.856	1459.76	789.56	13.88	15.19	61.84	30	330	550	7.46
라이즈	12	88	0.757	1504.48	964.4	11.32	14.8	64.45	30	340	550	7.64
람머스	12	94.4	0.764	1510.48	673.44	13.97	13.34	78.68	45.85	335	125	7.46
럭스	12	89.8	0.71	1346.72	901	11.47	14.8	62.72	30	330	550	7.71
럼블	12	96.2	0.763	1464.4	100	14.61	0	64.38	45.85	345	125	7.47
레넥톤	12	92.4	0.841	1529.16	100	16.21	0	67.38	45.85	345	125	7.61
레오나	12	93	0.806	1533.16	742.2	17.78	14.8	66.81	45.85	335	125	7.8
렉사이	12	92.5	0.75	1601.2	100	14.49	0	69.55	45.85	335	175	7.66
렝가	12	93	0.861	1576.2	5	8.67	0	64.38	45.85	345	125	7.76
루시안	12	83.9	0.849	1434.4	766.88	13.34	15.88	57.04	30	335	500	7.55
룰루	12	75	0.763	1366.76	897.4	12.61	19.8	59.92	30	325	550	7.77
르블랑	12	93.4	0.713	1341	884	13.47	14.8	60.38	30	335	525	7.46
리븐	12	89	0.844	1504.48	0	8.84	0	59.58	45.85	345	125	7.91
리산드라	12	80.2	0.71	1430.12	854	12.97	10.07	60.92	30	325	550	7.42
리신	12	96.4	0.846	1505.8	200	15.13	50	64.92	45.85	350	125	7.71
마스터이	12	93	0.815	1610.56	712.56	14.74	12.21	57.04	45.85	355	125	6.25
마오카이	12	99.8	0.842	1562.2	850.28	18.03	12.16	72.72	30	335	125	7.27
말자하	12	87.7	0.71	1394.4	820.6	11.47	14.8	60.38	30	340	550	7.69
말파아트	12	99.1	0.855	1564.2	722.2	14.42	13.37	69.55	45.85	335	125	7.67
모데카이저	12	116	0.902	1405	120	9.42	0	61.25	45.85	325	175	7.38
모르가나	12	94	0.721	1493.48	1000.8	12.31	14.8	67.18	30	335	450	7.7
문도	12	94.3	0.8	1561.52	0	16.01	0	65.38	45.85	345	125	7.46
미스포츈	12	57	0.853	1465	710.84	13.34	15.19	57.04	30	325	550	7.56
바드	12	79	0.75	1558	900	11.45	10.95	65	30	330	500	6.1
바루스	12	81.2	0.832	1439.76	723	11.47	16.14	60.61	30	330	575	7.68
바이	12	94.4	0.804	1517.8	790.6	18.91	15.24	64.38	45.85	345	125	7.54
베이가	12	79.6	0.765	1394.76	964.4	11.47	14.8	63.8	30	340	525	6.75
베인	12	75.1	0.921	1411.44	616.8	11.47	11.37	56.41	30	330	550	7.29
벨코즈	12	89.5	0.71	1343.68	837.6	11.47	14.8	60.38	30	340	525	7.67
볼리베어	12	95.8	0.806	1530.48	600.4	15.24	15.24	64.88	45.85	345	125	7.5
브라움	12	90.6	0.789	1533.16	805.6	19.18	14.8	76.22	45.85	335	125	7.66
브랜드	12	90	0.71	1343.68	837.6	11.47	14.61	60.38	30	340	550	7.04
블라디미르	12	81	0.79	1477.8	0	13.61	0	60.38	30	335	450	7.61
블리츠크랭크	12	100	0.696	1627.6	707.2	16.76	17.3	68.38	45.85	325	125	7.47
빅토르	12	85	0.757	1374.04	874	14.99	14.8	66.72	30	335	525	7.14
뽀삐	12	99.1	0.852	1450.08	565.4	14.42	12.11	72.72	30	345	125	6.26
사이온	12	103.7	0.727	1345.64	787.6	18.98	14.61	56.04	45.85	345	175	6.65
샤코	12	96.1	0.902	1506.12	704.2	14.42	12.11	63.38	45.85	350	125	7.49
세주아니	12	93.8	0.767	1645	840	18.03	12.16	62.54	45.85	340	125	7.25
소나	12	83	0.792	1329.36	835.6	11.47	15.9	56.84	30	325	550	8.01
소라카	12	83	0.759	1387.04	1010.8	8	13.4	65.18	30	325	550	7.7
쉔	12	97.3	0.872	1505.8	200	14.42	50	69.72	30	335	125	7.71
쉬바나	12	98.1	0.77	1639.6	100	17.39	0	64.48	45.85	350	125	7.69
스웨인	12	85	0.757	1374.04	891	14.99	14.8	66.72	30	335	500	7.76
스카너	12	107.4	0.756	1657.28	712.2	18.28	12.16	71.18	45.85	345	125	6.92
시비르	12	84	0.725	1417.76	834	11.22	17.91	57.96	30	335	500	7.52
신드라	12	85.8	0.732	1369.04	1044	13.11	14.8	62.11	30	330	550	7.17
신지드	12	99.4	0.724	1444.76	785.6	14.07	13.57	66.38	30	345	125	7.41
신짜오	12	93.8	0.853	1548.16	658.8	15.88	12.21	64.38	45.85	345	175	7.27
쓰레쉬	12	71.9	0.627	1583.52	757.92	12.97	14.8	16	30	335	450	7.95
아리	12	86	0.795	1394.4	884	13.11	14.8	59.38	30	330	550	8.05
아무무	12	95.2	0.777	1537.12	727.2	18.23	13.16	63.14	45.85	335	125	7.72
아지르	12	82.8	0.69	1404.4	812.56	12.97	14.8	52.04	30	325	525	6.27
아칼리	12	93.6	0.909	1522.8	200	15.49	50	64.88	45.85	350	125	7.57
아트록스	12	95.6	0.846	1472.8	600.6	12.09	0	66.18	45.85	345	150	6.78
알리스타	12	90.8	0.758	1779.36	696.84	18.03	17.3	62.88	45.85	330	125	7.68
애니	12	79.3	0.658	1347.68	884	11.47	14.8	63.22	30	335	625	7.66
애니비아	12	86.6	0.73	1237.6	946.04	11.62	14.8	65.22	30	325	600	7.66
애쉬	12	81.4	0.878	1396.72	632	11.47	15.9	58.61	30	325	600	7.42
앨리스	12	83.5	0.734	1409.4	874	12.31	14.8	58.98	30	330	550	7.69
야스오	12	90.6	0.888	1419.76	60	16.41	0	62.11	30	345	175	7.01
에코	12	92	0.831	1460	830	18.9	17.8	60	45.75	340	125	7.57
오공	12	95.1	0.855	1512.8	683.84	13.34	15.19	63.38	45.85	345	175	7.15
오리아나	12	69	0.888	1386.72	884	12.92	14.8	50.04	30	325	525	7.7
요릭	12	96.1	0.813	1498.8	678.8	15.88	11.71	64.65	45.85	345	125	6.87
우디르	12	93.5	0.834	1682.32	600.4	16.96	12.46	69.47	45.85	345	125	5.31
우르곳	12	91.6	0.831	1565.52	917.4	13.11	15.74	60.84	30	335	425	6.22
울라프	12	98.5	0.881	1620.24	777.6	18.41	13.79	59.04	45.85	350	125	7.43
워윅	12	99.6	0.875	1670.64	570.4	17.19	14.71	64.38	45.85	345	125	7.43
이렐리아	12	97.8	0.878	1597.2	690.8	15.74	18.65	66.55	45.85	345	125	7.51
이블린	12	92.4	0.911	1521.2	777.6	15.87	14.71	68.3	45.85	340	125	7.28
이즈리얼	12	82.2	0.8	1364.4	822.6	12.47	15.24	60.38	30	325	550	7.96
일라오이	12	115	0.714	1630.6	740	18.3	15.75	67.8	45.85	340	125	7.88
자르반4세	12	93.1	0.823	1561.2	742.2	15.88	11.71	68.6	45.85	340	175	7.7
자이라	12	88.6	0.757	1293.32	884	11.19	17.3	53.04	30	325	575	7.62
잔나	12	84.4	0.788	1345.04	1113.52	11.47	13.4	61.18	30	335	475	7.6
재드	12	92.1	0.9	1459.4	200	14.24	50	65.38	45.85	345	125	7.94
잭스	12	99.1	0.855	1527.8	690.8	14.42	15.28	60.04	45.85	350	125	7.7
쟈크	12	96.8	0.74	1659.6	0	13.97	0	62.38	45.85	335	175	7.72
제라스	12	87.7	0.716	1394.4	850.96	11.47	14.8	60.38	30	340	525	7
제이스	12	88.9	0.836	1561.2	764.2	16.14	14.8	60.88	30	335	125	7.67
직스	12	88.3	0.768	1404.4	901	12.86	14.8	57.84	30	325	550	7.68
질리언	12	84.6	0.75	1346.28	1020.8	10.94	17.3	60.93	30	335	550	7.41
징크스	12	85	0.688	1419.76	740.6	11.34	17.68	61.38	30	325	525	7.73
초가스	12	107.4	0.715	1454.4	712.2	18.28	12.16	67.38	45.85	345	125	7.5
카르마	12	89.8	0.769	1435.44	924	11.67	17.3	62.18	30	335	525	6.61
카사딘	12	101.8	0.877	1422.04	1134.6	13.29	14.8	58.58	30	340	150	7.66
카서스	12	81.4	0.757	1341	1043.48	12.47	14.8	59.38	30	335	450	7.69
카시오페이아	12	87.6	0.756	1331	1030.8	11.19	16.61	66.22	30	335	550	6.41
카직스	12	89.3	0.845	1507.8	767.2	15.76	13.09	60	45.85	350	125	7.63
카타리나	12	93.2	0.838	1423	0	10.55	0	65.38	45.85	345	125	7.71
칼리스타	12	94.9	0.842	1430.76	616.8	12.05	10.7	57.51	30	325	550	7.16
케넨	12	86.8	0.925	1404.72	200	12.74	50	65.55	30	335	550	7.63
케이틀린	12	77.6	0.875	1404.4	698.8	11.72	13.47	61.38	30	325	650	7.72
케일	12	86.8	0.778	1597.24	762.2	16.51	17.3	65.38	30	335	125	7.55
코그모	12	81	0.841	1419	788.88	11.97	16.38	58.38	30	325	500	7.46
코르키	12	83.5	0.769	1414.76	724.16	11.47	13.47	61.88	30	325	550	7.17
퀸	12	83	0.876	1467.8	653.8	11.47	11.37	61.88	30	335	525	7.06
킨드레드	12	72.1	0.781	1475	685	13.05	28.5	62.75	30	325	500	7.78
타릭	12	96.4	0.751	1609.2	965.08	13.44	17.3	66.58	45.85	340	125	6.92
탈론	12	89.3	0.848	1517.8	784.2	16.76	13.09	65.38	45.85	350	125	7.68
탐켄치	12	91.2	0.781	1655	765	12.55	19	60	45.85	335	175	7.26
트런들	12	93	0.867	1672.28	776.6	18.78	14.11	57.24	45.85	350	175	6.6
트리스타나	12	84.5	0.754	1444.76	598.76	13.34	12.16	55	30	325	627	7.59
트린다미어	12	96.6	0.831	1703.64	100	18.41	0	58.21	45.85	345	125	7.68
트위스티드페이트	12	86.3	0.861	1423.76	683.84	12.11	14.8	55.19	30	330	525	7.72
트위치	12	81	0.909	1416.08	727.2	12.61	12.21	56.04	30	330	550	6.98
티모	12	83.6	0.919	1417.76	707.2	12.89	12.16	65.55	30	330	500	6.19
판테온	12	87.5	0.834	1536.16	658.12	14.99	12.31	70.55	45.85	355	150	7.7
피들스틱	12	77.2	0.757	1404.4	1016.12	12.21	14.8	59.38	30	335	480	7.44
피오라	12	96.3	0.887	1485	740	14.3	15.7	62.5	45.85	345	150	7.16
피즈	12	91	0.862	1504.48	724.2	15.88	14.8	59.81	45.85	335	175	7.55
하이머딩거	12	85.2	0.71	1301	747.2	30.26	14.8	52.04	30	340	550	6.33
헤카림	12	96.6	0.838	1644.6	734.2	17.51	14.11	70.72	45.85	345	175	7.5
가렌	13	111.9	0.824	1627.28	0	13.84	0	63.54	47.1	340	175	7.24
갈리오	13	102.5	0.722	1597.8	933	17.71	15.6	68.88	47.1	335	125	6.71
갱플랭크	13	95	0.848	1564	762.2	14.51	16.08	65.64	47.1	345	125	6.65
그라가스	13	103.4	0.798	1651.52	964	18.88	15.6	69.25	47.1	330	125	7.1
그레이브즈	13	89.8	0.824	1559.12	802.2	15.08	16.33	65.18	30	345	425	7.7
나르	13	84	0.659	1320	100	8.5	0	53	30	325	150	7.07
나미	13	88.4	0.827	1377.32	893.24	12.02	16.3	67.72	30	335	550	7.86
나서스	13	101.2	0.882	1641.2	829.6	19.81	13.44	66.88	47.1	350	125	7.21
노틸러스	13	97.1	0.679	1608.48	898	14.97	17.03	71.46	47.1	325	175	7.15
녹턴	13	96.4	0.866	1602.8	693.8	17.26	12.16	68.88	47.1	345	125	7.59
누누	13	98.3	0.78	1750.28	787.56	17.99	13.44	68.38	47.1	350	125	6.88
니달리	13	89.9	0.864	1621.2	835.6	13.21	15.6	64.88	30	335	525	7.56
다리우스	13	115.9	0.694	1782.24	713	21.25	10.79	77.88	47.1	340	175	7.66
다이애나	13	89	0.823	1669.2	777.2	17.63	15.6	69.25	47.1	345	150	7.73
드레이븐	13	90.7	0.873	1541.76	828.56	14.58	15.84	65.14	30	330	550	7.46
라이즈	13	91	0.77	1590.48	1016.4	11.87	15.6	68.35	30	340	550	7.64
람머스	13	97.9	0.778	1596.48	706.44	14.52	13.84	82.98	47.1	335	125	7.46
럭스	13	93.1	0.719	1425.72	948	12.02	15.6	66.72	30	330	550	7.71
럼블	13	99.4	0.775	1544.4	100	15.21	0	67.88	47.1	345	125	7.47
레넥톤	13	95.5	0.859	1616.16	100	16.96	0	71.18	47.1	345	125	7.61
레오나	13	96	0.824	1620.16	782.2	18.63	15.6	70.41	47.1	335	125	7.8
렉사이	13	95.8	0.763	1691.2	100	15.14	0	73.3	47.1	335	175	7.66
렝가	13	96	0.88	1666.2	5	9.07	0	67.88	47.1	345	125	7.76
루시안	13	86.3	0.87	1514.4	804.88	13.99	16.58	60.04	30	335	500	7.55
룰루	13	77.6	0.776	1440.76	952.4	13.21	20.6	63.62	30	325	550	7.77
르블랑	13	96.9	0.721	1416	934	14.02	15.6	63.88	30	335	525	7.46
리븐	13	92	0.866	1590.48	0	9.34	0	62.78	47.1	345	125	7.91
리산드라	13	82.9	0.719	1514.12	904	13.52	10.47	64.62	30	325	550	7.42
리신	13	99.6	0.866	1590.8	200	15.83	50	68.62	47.1	350	125	7.71
마스터이	13	96	0.828	1702.56	754.56	15.39	12.66	60.04	47.1	355	125	6.25
마오카이	13	103.1	0.857	1652.2	893.28	18.88	12.61	76.72	30	335	125	7.27
말자하	13	90.7	0.719	1474.4	865.6	12.02	15.6	63.88	30	340	550	7.69
말파아트	13	102.5	0.877	1654.2	762.2	14.97	13.92	73.3	47.1	335	125	7.67
모데카이저	13	121	0.923	1485	120	9.97	0	65	47.1	325	175	7.38
모르가나	13	97.5	0.73	1579.48	1060.8	12.91	15.6	70.98	30	335	450	7.7
문도	13	97.3	0.818	1650.52	0	16.76	0	68.88	47.1	345	125	7.46
미스포츈	13	58	0.872	1550	745.84	13.99	15.84	60.04	30	325	550	7.56
바드	13	82	0.763	1651	950	12	11.4	69	30	330	500	6.1
바루스	13	83.6	0.85	1521.76	756	12.02	16.94	64.01	30	330	575	7.68
바이	13	97.9	0.82	1602.8	835.6	19.81	15.89	67.88	47.1	345	125	7.54
베이가	13	82.2	0.779	1476.76	1016.4	12.02	15.6	67.55	30	340	525	6.75
베인	13	76.8	0.948	1494.44	651.8	12.02	11.77	59.81	30	330	550	7.29
벨코즈	13	92.6	0.719	1419.68	879.6	12.02	15.6	63.88	30	340	525	7.67
볼리베어	13	99.1	0.824	1616.48	630.4	15.89	15.89	68.38	47.1	345	125	7.5
브라움	13	93.8	0.803	1620.16	850.6	20.18	15.6	80.72	47.1	335	125	7.66
브랜드	13	93	0.719	1419.68	879.6	12.02	15.21	63.88	30	340	550	7.04
